Indicator,Values,State,LGA,Months,Year
Measles 1 given,12957,Osun,State level data,May,2017
Measles 1 given,20395,Oyo,State level data,Feb,2017
Measles 1 given,4285,Bayelsa,State level data,Mar,2017
Measles 1 given,566778,Federal Government,State level data,Mar,2017
Measles 1 given,17213,Niger,State level data,Apr,2017
Measles 1 given,4476,Edo,State level data,Feb,2017
Measles 1 given,13564,Sokoto,State level data,Jun,2017
Measles 1 given,14446,Ondo,State level data,Nov,2017
Measles 1 given,8373,Abia,State level data,Mar,2017
Measles 1 given,23506,Lagos,State level data,Dec,2017
Measles 1 given,12471,Zamfara,State level data,Jul,2017
Measles 1 given,25799,Lagos,State level data,Sep,2017
Measles 1 given,9832,Zamfara,State level data,Oct,2017
Measles 1 given,28169,Lagos,State level data,Jan,2017
Measles 1 given,11803,Plateau,State level data,Sep,2017
Measles 1 given,14743,Imo,State level data,Dec,2017
Measles 1 given,33748,Kaduna,State level data,Feb,2017
Measles 1 given,8131,Plateau,State level data,Jan,2017
Measles 1 given,15481,Ondo,State level data,Aug,2017
Measles 1 given,15962,Anambra,State level data,Feb,2017
Measles 1 given,9832,Kwara,State level data,Oct,2017
Measles 1 given,8693,Ekiti,State level data,Dec,2017
Measles 1 given,10350,Plateau,State level data,Dec,2017
Measles 1 given,16302,Imo,State level data,Jan,2017
Measles 1 given,20215,Katsina,State level data,May,2017
Measles 1 given,7710,Federal Capital Territory,State level data,Feb,2017
Measles 1 given,9182,Ekiti,State level data,Jan,2017
Measles 1 given,15728,Adamawa,State level data,Feb,2017
Measles 1 given,13611,Nasarawa,State level data,May,2017
Measles 1 given,11664,Nasarawa,State level data,Aug,2017
Measles 1 given,8888,Kebbi,State level data,Jan,2017
Measles 1 given,23646,Bauchi,State level data,Mar,2017
Measles 1 given,15597,Imo,State level data,Apr,2017
Measles 1 given,19149,Anambra,State level data,Oct,2017
Measles 1 given,6455,Ebonyi,State level data,Apr,2017
Measles 1 given,8686,Ekiti,State level data,Apr,2017
Measles 1 given,18479,Katsina,State level data,Feb,2017
Measles 1 given,15974,Kogi,State level data,Jul,2017
Measles 1 given,17975,Ogun,State level data,Jul,2017
Measles 1 given,8549,Kebbi,State level data,Dec,2017
Measles 1 given,7200,Enugu,State level data,Nov,2017
Measles 1 given,6190,Kwara,State level data,Feb,2017
Measles 1 given,13458,Akwa-Ibom,State level data,Apr,2017
Measles 1 given,16483,Akwa-Ibom,State level data,Jul,2017
Measles 1 given,13086,Benue,State level data,May,2017
Measles 1 given,7991,Benue,State level data,Feb,2017
Measles 1 given,8727,Ebonyi,State level data,Dec,2017
Measles 1 given,8836,Borno,State level data,Jan,2017
Measles 1 given,19462,Jigawa,State level data,Feb,2017
Measles 1 given,13596,Yobe,State level data,Aug,2017
Measles 1 given,32979,Kano,State level data,Dec,2017
Measles 1 given,13504,Borno,State level data,Dec,2017
Measles 1 given,16267,Niger,State level data,Sep,2017
Measles 1 given,23191,Jigawa,State level data,Oct,2017
Measles 1 given,7621,Ebonyi,State level data,Jan,2017
Measles 1 given,34632,Kano,State level data,Apr,2017
Measles 1 given,10676,Cross River,State level data,Aug,2017
Measles 1 given,10023,Gombe,State level data,Aug,2017
Measles 1 given,10393,Abia,State level data,Nov,2017
Measles 1 given,16226,Adamawa,State level data,Oct,2017
Measles 1 given,8575,Federal Capital Territory,State level data,May,2017
Measles 1 given,10631,Cross River,State level data,May,2017
Measles 1 given,37774,Kano,State level data,Jan,2017
Measles 1 given,25899,Oyo,State level data,May,2017
Measles 1 given,10567,Osun,State level data,Nov,2017
Measles 1 given,6415,Edo,State level data,Jul,2017
Measles 1 given,7788,Edo,State level data,May,2017
Measles 1 given,7643,Edo,State level data,Oct,2017
Measles 1 given,21331,Oyo,State level data,Oct,2017
Measles 1 given,19031,Niger,State level data,Oct,2017
Measles 1 given,12354,Yobe,State level data,Nov,2017
Measles 1 given,15626,Ondo,State level data,May,2017
Measles 1 given,11433,Sokoto,State level data,Sep,2017
Measles 1 given,8861,Ebonyi,State level data,Oct,2017
Measles 1 given,13604,Borno,State level data,Apr,2017
